,total,하락세,하락,급락,내림세,하락…,하락...,하락..
263,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
264,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
267,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,8.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0
270,18.0,2.0,13.0,0.0,1.0,0.0,0.0,2.0
271,9.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0
272,15.0,5.0,7.0,3.0,0.0,0.0,0.0,0.0
273,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
274,16.0,1.0,14.0,0.0,0.0,1.0,0.0,0.0
275,16.0,5.0,10.0,0.0,0.0,0.0,0.0,1.0
276,25.0,2.0,18.0,2.0,1.0,1.0,0.0,1.0
277,29.0,6.0,22.0,0.0,0.0,1.0,0.0,0.0
278,17.0,1.0,10.0,1.0,0.0,2.0,2.0,1.0
279,21.0,2.0,18.0,0.0,0.0,1.0,0.0,0.0
280,12.0,2.0,7.0,0.0,0.0,1.0,0.0,2.0
281,16.0,5.0,10.0,0.0,1.0,0.0,0.0,0.0
282,13.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0
283,10.0,1.0,8.0,0.0,0.0,0.0,0.0,1.0
284,11.0,1.0,8.0,0.0,1.0,1.0,0.0,0.0
285,12.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0
286,15.0,2.0,11.0,0.0,1.0,1.0,0.0,0.0
287,14.0,1.0,12.0,0.0,1.0,0.0,0.0,0.0
288,8.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0
289,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
290,15.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0
291,15.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0
292,8.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0
293,13.0,3.0,8.0,1.0,1.0,0.0,0.0,0.0
294,11.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0
295,14.0,5.0,5.0,1.0,0.0,3.0,0.0,0.0
296,5.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0
297,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
298,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
299,16.0,2.0,3.0,8.0,0.0,3.0,0.0,0.0
300,26.0,6.0,17.0,3.0,0.0,0.0,0.0,0.0
301,16.0,3.0,11.0,0.0,0.0,1.0,0.0,1.0
302,23.0,2.0,20.0,0.0,0.0,1.0,0.0,0.0
303,15.0,2.0,11.0,0.0,1.0,1.0,0.0,0.0
304,44.0,14.0,29.0,0.0,0.0,1.0,0.0,0.0
305,15.0,4.0,10.0,1.0,0.0,0.0,0.0,0.0
306,46.0,5.0,33.0,3.0,2.0,2.0,1.0,0.0
307,22.0,7.0,14.0,0.0,0.0,1.0,0.0,0.0
308,21.0,5.0,14.0,1.0,1.0,0.0,0.0,0.0
309,25.0,2.0,17.0,0.0,1.0,4.0,0.0,1.0
310,20.0,6.0,13.0,0.0,1.0,0.0,0.0,0.0
311,18.0,5.0,12.0,0.0,0.0,0.0,0.0,1.0
312,9.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0
313,26.0,5.0,19.0,1.0,0.0,0.0,0.0,1.0
314,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
315,14.0,3.0,9.0,0.0,2.0,0.0,0.0,0.0
316,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
317,7.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0
318,9.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0
319,22.0,4.0,16.0,1.0,0.0,1.0,0.0,0.0
320,6.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0
321,9.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0
322,17.0,3.0,13.0,1.0,0.0,0.0,0.0,0.0
323,18.0,3.0,11.0,2.0,0.0,1.0,0.0,1.0
324,19.0,2.0,15.0,0.0,0.0,2.0,0.0,0.0
325,11.0,2.0,8.0,0.0,1.0,0.0,0.0,0.0
326,15.0,3.0,10.0,0.0,0.0,2.0,0.0,0.0
327,7.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0
328,21.0,6.0,13.0,0.0,0.0,2.0,0.0,0.0
329,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
330,14.0,3.0,10.0,0.0,1.0,0.0,0.0,0.0
331,8.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0
332,17.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0
333,11.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0
334,8.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0
335,8.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0
336,9.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0
337,14.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0
338,14.0,2.0,8.0,1.0,1.0,2.0,0.0,0.0
339,17.0,3.0,13.0,0.0,0.0,0.0,0.0,1.0
340,6.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
341,28.0,6.0,18.0,2.0,0.0,1.0,1.0,0.0
342,10.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0
343,21.0,5.0,14.0,0.0,0.0,1.0,0.0,1.0
344,9.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0
345,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
346,18.0,5.0,11.0,2.0,0.0,0.0,0.0,0.0
347,6.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
348,18.0,3.0,14.0,0.0,0.0,0.0,0.0,1.0
349,16.0,4.0,11.0,0.0,1.0,0.0,0.0,0.0
350,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
351,8.0,1.0,5.0,0.0,0.0,1.0,0.0,1.0
352,13.0,1.0,10.0,0.0,1.0,1.0,0.0,0.0
353,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
354,24.0,3.0,20.0,1.0,0.0,0.0,0.0,0.0
355,11.0,1.0,6.0,1.0,0.0,3.0,0.0,0.0
356,8.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0
357,8.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0
358,24.0,11.0,10.0,1.0,1.0,1.0,0.0,0.0
359,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
360,8.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0
361,10.0,2.0,6.0,1.0,0.0,0.0,1.0,0.0
362,27.0,2.0,20.0,2.0,0.0,1.0,0.0,2.0
363,19.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0
364,16.0,3.0,10.0,0.0,0.0,2.0,0.0,1.0
365,16.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0
366,15.0,1.0,12.0,0.0,0.0,1.0,0.0,1.0
367,20.0,2.0,16.0,0.0,0.0,1.0,0.0,1.0
368,13.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0
369,11.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0
370,15.0,2.0,12.0,0.0,0.0,1.0,0.0,0.0
371,6.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0
372,17.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0
373,17.0,4.0,9.0,1.0,0.0,2.0,0.0,1.0
374,15.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0
375,6.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0
376,15.0,2.0,9.0,1.0,0.0,3.0,0.0,0.0
377,7.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0
378,11.0,2.0,7.0,1.0,0.0,1.0,0.0,0.0
379,7.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0
380,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
381,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
382,18.0,2.0,14.0,2.0,0.0,0.0,0.0,0.0
383,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
384,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
385,14.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0
386,20.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0
387,24.0,6.0,17.0,0.0,0.0,1.0,0.0,0.0
388,14.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0
389,17.0,2.0,10.0,0.0,4.0,1.0,0.0,0.0
390,18.0,4.0,13.0,0.0,0.0,1.0,0.0,0.0
391,30.0,2.0,18.0,2.0,1.0,5.0,1.0,1.0
392,14.0,2.0,10.0,2.0,0.0,0.0,0.0,0.0
393,14.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0
394,20.0,2.0,14.0,0.0,1.0,1.0,1.0,1.0
395,37.0,5.0,29.0,0.0,1.0,2.0,0.0,0.0
396,8.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0
397,10.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0
398,8.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0
399,16.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0
400,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
401,4.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0
402,10.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0
403,10.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0
404,19.0,5.0,13.0,0.0,0.0,1.0,0.0,0.0
405,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
406,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
407,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
408,17.0,3.0,13.0,1.0,0.0,0.0,0.0,0.0
409,16.0,3.0,9.0,0.0,1.0,2.0,1.0,0.0
410,7.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0
411,10.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0
412,13.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0
413,11.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0
414,10.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0
415,8.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0
416,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
417,6.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0
418,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
419,8.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0
420,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
421,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
422,9.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0
423,10.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0
424,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
425,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
426,16.0,1.0,14.0,0.0,0.0,1.0,0.0,0.0
427,9.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0
428,12.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0
429,18.0,1.0,15.0,1.0,0.0,1.0,0.0,0.0
430,23.0,8.0,12.0,0.0,1.0,1.0,1.0,0.0
431,22.0,4.0,15.0,0.0,0.0,3.0,0.0,0.0
432,28.0,3.0,22.0,0.0,0.0,2.0,1.0,0.0
433,30.0,6.0,21.0,1.0,2.0,0.0,0.0,0.0
434,28.0,3.0,23.0,1.0,0.0,1.0,0.0,0.0
435,21.0,6.0,12.0,1.0,0.0,2.0,0.0,0.0
436,20.0,1.0,18.0,0.0,1.0,0.0,0.0,0.0
437,15.0,4.0,10.0,1.0,0.0,0.0,0.0,0.0
438,20.0,1.0,16.0,0.0,0.0,3.0,0.0,0.0
439,17.0,1.0,15.0,0.0,0.0,1.0,0.0,0.0
440,18.0,3.0,14.0,0.0,0.0,1.0,0.0,0.0
441,17.0,6.0,9.0,0.0,0.0,2.0,0.0,0.0
442,6.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0
443,13.0,3.0,9.0,0.0,0.0,1.0,0.0,0.0
444,7.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0
445,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
446,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
447,10.0,0.0,8.0,0.0,0.0,1.0,1.0,0.0
448,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
449,4.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0
450,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
451,7.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0
452,10.0,3.0,6.0,0.0,0.0,0.0,0.0,1.0
453,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
454,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
455,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
456,6.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0
457,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
458,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
459,7.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0
460,12.0,1.0,10.0,0.0,0.0,0.0,1.0,0.0
461,11.0,1.0,6.0,0.0,0.0,4.0,0.0,0.0
462,13.0,4.0,8.0,0.0,0.0,1.0,0.0,0.0
463,16.0,2.0,13.0,0.0,0.0,1.0,0.0,0.0
464,12.0,2.0,9.0,0.0,0.0,1.0,0.0,0.0
465,7.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
466,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
467,9.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0
468,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
469,12.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0
470,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
471,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
472,8.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0
473,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
474,9.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0
475,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
477,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
478,11.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0
479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,10.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0
481,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
482,10.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0
483,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
484,8.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0
485,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
486,17.0,2.0,14.0,0.0,0.0,1.0,0.0,0.0
487,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
488,6.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0
489,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
490,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
491,9.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0
492,10.0,2.0,5.0,0.0,0.0,3.0,0.0,0.0
493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
495,14.0,0.0,11.0,0.0,1.0,2.0,0.0,0.0
496,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
497,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
498,7.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
499,6.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0
500,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
501,6.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0
502,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504,10.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0
505,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
506,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
507,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
508,15.0,1.0,13.0,0.0,0.0,1.0,0.0,0.0
509,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
510,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
511,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
512,10.0,2.0,6.0,0.0,0.0,1.0,1.0,0.0
513,4.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0
514,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
515,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
516,8.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0
517,23.0,2.0,20.0,0.0,0.0,1.0,0.0,0.0
518,13.0,0.0,11.0,0.0,0.0,2.0,0.0,0.0
519,15.0,0.0,11.0,3.0,0.0,0.0,0.0,1.0
520,8.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0
521,9.0,1.0,6.0,0.0,0.0,2.0,0.0,0.0
522,21.0,1.0,16.0,2.0,1.0,1.0,0.0,0.0
