,total,상승세,상승,올라,급등,상승…,오름세,상승..,상승...
265,38.0,5.0,18.0,4.0,4.0,2.0,2.0,1.0,2.0
266,37.0,7.0,21.0,5.0,2.0,1.0,0.0,0.0,1.0
267,34.0,4.0,11.0,6.0,6.0,1.0,3.0,3.0,0.0
268,28.0,8.0,8.0,3.0,5.0,1.0,3.0,0.0,0.0
269,24.0,0.0,13.0,5.0,1.0,0.0,2.0,3.0,0.0
270,15.0,7.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0
271,25.0,3.0,10.0,6.0,2.0,1.0,1.0,0.0,2.0
272,24.0,4.0,8.0,8.0,1.0,0.0,3.0,0.0,0.0
273,10.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0
274,8.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
275,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
276,23.0,4.0,14.0,3.0,0.0,1.0,0.0,1.0,0.0
277,35.0,3.0,22.0,7.0,2.0,0.0,0.0,1.0,0.0
278,19.0,5.0,7.0,3.0,3.0,0.0,1.0,0.0,0.0
279,11.0,1.0,3.0,6.0,0.0,0.0,0.0,1.0,0.0
280,19.0,2.0,11.0,3.0,2.0,1.0,0.0,0.0,0.0
281,24.0,1.0,14.0,3.0,3.0,0.0,2.0,1.0,0.0
282,35.0,1.0,19.0,5.0,3.0,2.0,3.0,2.0,0.0
283,12.0,2.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0
284,8.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0
285,30.0,2.0,16.0,5.0,3.0,1.0,1.0,2.0,0.0
286,12.0,3.0,5.0,1.0,1.0,0.0,2.0,0.0,0.0
287,23.0,2.0,9.0,7.0,0.0,0.0,4.0,1.0,0.0
288,18.0,4.0,10.0,2.0,1.0,0.0,1.0,0.0,0.0
289,30.0,7.0,10.0,4.0,1.0,3.0,4.0,1.0,0.0
290,25.0,5.0,13.0,5.0,0.0,0.0,2.0,0.0,0.0
291,28.0,5.0,10.0,6.0,4.0,1.0,2.0,0.0,0.0
292,23.0,2.0,14.0,6.0,0.0,0.0,1.0,0.0,0.0
293,26.0,3.0,18.0,2.0,0.0,1.0,2.0,0.0,0.0
294,29.0,1.0,5.0,6.0,6.0,2.0,6.0,3.0,0.0
295,17.0,5.0,1.0,7.0,1.0,0.0,3.0,0.0,0.0
296,20.0,0.0,2.0,6.0,8.0,2.0,2.0,0.0,0.0
297,28.0,6.0,13.0,7.0,1.0,1.0,0.0,0.0,0.0
298,23.0,2.0,8.0,10.0,0.0,1.0,1.0,0.0,1.0
299,12.0,1.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0
300,10.0,5.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0
301,9.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0
302,5.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
303,18.0,7.0,6.0,3.0,1.0,0.0,1.0,0.0,0.0
304,29.0,10.0,16.0,1.0,0.0,1.0,1.0,0.0,0.0
305,11.0,1.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0
306,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,26.0,2.0,12.0,6.0,1.0,1.0,4.0,0.0,0.0
308,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
309,18.0,0.0,5.0,4.0,4.0,2.0,1.0,2.0,0.0
310,9.0,0.0,5.0,2.0,0.0,0.0,2.0,0.0,0.0
311,20.0,3.0,5.0,7.0,1.0,2.0,1.0,1.0,0.0
312,9.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0
313,14.0,2.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0
314,20.0,2.0,9.0,4.0,2.0,0.0,3.0,0.0,0.0
315,32.0,0.0,10.0,13.0,4.0,2.0,2.0,1.0,0.0
316,14.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0
317,26.0,0.0,14.0,6.0,0.0,3.0,0.0,3.0,0.0
318,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
319,24.0,1.0,11.0,9.0,3.0,0.0,0.0,0.0,0.0
320,16.0,0.0,6.0,6.0,2.0,1.0,0.0,0.0,1.0
321,22.0,0.0,11.0,5.0,0.0,3.0,0.0,3.0,0.0
322,14.0,0.0,7.0,5.0,1.0,0.0,1.0,0.0,0.0
323,12.0,1.0,6.0,3.0,1.0,0.0,1.0,0.0,0.0
324,8.0,1.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0
325,6.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0
326,8.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0
327,6.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0
328,17.0,1.0,10.0,3.0,1.0,1.0,1.0,0.0,0.0
329,10.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0
330,25.0,0.0,13.0,3.0,2.0,5.0,2.0,0.0,0.0
331,14.0,3.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0
332,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,12.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0
334,20.0,1.0,13.0,4.0,1.0,1.0,0.0,0.0,0.0
335,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
336,6.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
337,7.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,9.0,1.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0
340,4.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
341,11.0,0.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0
342,5.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0
343,6.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
344,8.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0
345,11.0,0.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0
346,10.0,1.0,3.0,2.0,1.0,0.0,2.0,0.0,1.0
347,8.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0
348,8.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0
349,17.0,0.0,11.0,3.0,2.0,0.0,1.0,0.0,0.0
350,12.0,1.0,6.0,3.0,2.0,0.0,0.0,0.0,0.0
351,4.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0
352,16.0,2.0,8.0,4.0,1.0,1.0,0.0,0.0,0.0
353,9.0,1.0,4.0,0.0,2.0,1.0,1.0,0.0,0.0
354,8.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0
355,24.0,5.0,10.0,4.0,4.0,0.0,0.0,1.0,0.0
356,25.0,4.0,10.0,3.0,2.0,2.0,2.0,2.0,0.0
357,13.0,1.0,8.0,2.0,0.0,2.0,0.0,0.0,0.0
358,17.0,2.0,10.0,1.0,1.0,0.0,1.0,1.0,1.0
359,12.0,1.0,7.0,1.0,1.0,1.0,1.0,0.0,0.0
360,5.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0
361,12.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
362,13.0,2.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0
363,12.0,0.0,4.0,4.0,0.0,2.0,2.0,0.0,0.0
364,19.0,3.0,4.0,7.0,0.0,5.0,0.0,0.0,0.0
365,11.0,2.0,6.0,1.0,0.0,0.0,2.0,0.0,0.0
366,18.0,1.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0
367,16.0,1.0,11.0,2.0,1.0,0.0,1.0,0.0,0.0
368,24.0,2.0,13.0,2.0,1.0,0.0,5.0,1.0,0.0
369,19.0,1.0,12.0,3.0,1.0,1.0,0.0,1.0,0.0
370,28.0,3.0,17.0,5.0,1.0,0.0,1.0,1.0,0.0
371,8.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0
372,13.0,3.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0
373,28.0,0.0,14.0,7.0,2.0,4.0,0.0,1.0,0.0
374,35.0,6.0,20.0,4.0,0.0,3.0,1.0,0.0,1.0
375,15.0,1.0,6.0,5.0,0.0,1.0,1.0,1.0,0.0
376,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
377,28.0,5.0,15.0,4.0,0.0,1.0,2.0,1.0,0.0
378,22.0,3.0,14.0,1.0,1.0,0.0,3.0,0.0,0.0
379,26.0,4.0,17.0,4.0,0.0,0.0,0.0,1.0,0.0
380,31.0,4.0,19.0,7.0,0.0,1.0,0.0,0.0,0.0
381,33.0,7.0,20.0,2.0,1.0,1.0,1.0,1.0,0.0
382,52.0,6.0,31.0,8.0,0.0,3.0,4.0,0.0,0.0
383,35.0,7.0,14.0,5.0,0.0,1.0,7.0,0.0,1.0
384,38.0,9.0,14.0,8.0,2.0,3.0,2.0,0.0,0.0
385,22.0,6.0,8.0,5.0,0.0,1.0,2.0,0.0,0.0
386,33.0,6.0,16.0,6.0,2.0,1.0,1.0,1.0,0.0
387,17.0,2.0,9.0,3.0,0.0,0.0,3.0,0.0,0.0
388,10.0,1.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0
389,8.0,1.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0
390,15.0,2.0,7.0,2.0,1.0,0.0,3.0,0.0,0.0
391,15.0,4.0,6.0,3.0,0.0,0.0,2.0,0.0,0.0
392,12.0,4.0,4.0,0.0,1.0,1.0,2.0,0.0,0.0
393,11.0,1.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0
394,17.0,3.0,8.0,4.0,2.0,0.0,0.0,0.0,0.0
395,24.0,0.0,17.0,1.0,3.0,1.0,0.0,2.0,0.0
396,29.0,3.0,13.0,4.0,6.0,1.0,2.0,0.0,0.0
397,17.0,2.0,10.0,3.0,1.0,0.0,1.0,0.0,0.0
398,38.0,8.0,19.0,2.0,4.0,1.0,1.0,2.0,1.0
399,33.0,0.0,16.0,10.0,1.0,5.0,1.0,0.0,0.0
400,27.0,4.0,14.0,6.0,0.0,1.0,2.0,0.0,0.0
401,27.0,2.0,15.0,4.0,1.0,0.0,3.0,2.0,0.0
402,17.0,1.0,5.0,6.0,2.0,2.0,1.0,0.0,0.0
403,36.0,2.0,16.0,5.0,6.0,5.0,2.0,0.0,0.0
404,26.0,6.0,12.0,2.0,3.0,1.0,2.0,0.0,0.0
405,35.0,7.0,18.0,4.0,0.0,2.0,4.0,0.0,0.0
406,32.0,10.0,14.0,4.0,0.0,1.0,2.0,1.0,0.0
407,41.0,7.0,24.0,4.0,0.0,2.0,3.0,0.0,1.0
408,36.0,5.0,18.0,8.0,0.0,0.0,3.0,1.0,1.0
409,16.0,5.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0
410,24.0,4.0,13.0,6.0,1.0,0.0,0.0,0.0,0.0
411,22.0,1.0,11.0,6.0,2.0,1.0,1.0,0.0,0.0
412,23.0,2.0,11.0,5.0,0.0,3.0,0.0,0.0,2.0
413,37.0,3.0,19.0,4.0,8.0,1.0,2.0,0.0,0.0
414,30.0,2.0,21.0,3.0,1.0,3.0,0.0,0.0,0.0
415,34.0,1.0,21.0,7.0,2.0,2.0,1.0,0.0,0.0
416,29.0,3.0,14.0,3.0,1.0,5.0,0.0,0.0,3.0
417,18.0,2.0,9.0,3.0,0.0,2.0,2.0,0.0,0.0
418,39.0,3.0,25.0,6.0,1.0,0.0,2.0,2.0,0.0
419,44.0,2.0,31.0,3.0,3.0,0.0,4.0,0.0,1.0
420,38.0,2.0,24.0,4.0,2.0,5.0,1.0,0.0,0.0
421,37.0,4.0,13.0,9.0,1.0,4.0,4.0,1.0,1.0
422,54.0,4.0,30.0,7.0,5.0,4.0,1.0,2.0,1.0
423,26.0,0.0,17.0,5.0,2.0,1.0,0.0,1.0,0.0
424,50.0,1.0,30.0,11.0,2.0,5.0,1.0,0.0,0.0
425,42.0,5.0,22.0,8.0,0.0,7.0,0.0,0.0,0.0
426,32.0,6.0,17.0,4.0,1.0,1.0,2.0,1.0,0.0
427,21.0,7.0,9.0,3.0,1.0,1.0,0.0,0.0,0.0
428,20.0,9.0,4.0,4.0,1.0,2.0,0.0,0.0,0.0
429,29.0,9.0,9.0,5.0,1.0,1.0,2.0,2.0,0.0
430,32.0,5.0,16.0,3.0,3.0,3.0,1.0,1.0,0.0
431,14.0,2.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0
432,17.0,3.0,7.0,4.0,1.0,2.0,0.0,0.0,0.0
433,11.0,3.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
434,48.0,2.0,27.0,11.0,2.0,2.0,2.0,0.0,2.0
435,12.0,7.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0
436,12.0,1.0,6.0,3.0,0.0,0.0,1.0,1.0,0.0
437,17.0,5.0,5.0,4.0,1.0,1.0,1.0,0.0,0.0
438,50.0,10.0,13.0,11.0,0.0,10.0,2.0,1.0,3.0
439,24.0,5.0,5.0,8.0,3.0,3.0,0.0,0.0,0.0
440,17.0,2.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0
441,15.0,0.0,12.0,1.0,0.0,2.0,0.0,0.0,0.0
442,32.0,0.0,16.0,8.0,1.0,5.0,1.0,1.0,0.0
443,19.0,4.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0
444,20.0,3.0,12.0,0.0,2.0,2.0,0.0,1.0,0.0
445,21.0,5.0,8.0,3.0,1.0,3.0,1.0,0.0,0.0
446,45.0,3.0,23.0,1.0,1.0,5.0,8.0,2.0,2.0
447,28.0,3.0,19.0,2.0,0.0,2.0,2.0,0.0,0.0
448,23.0,3.0,14.0,3.0,1.0,1.0,1.0,0.0,0.0
449,37.0,9.0,18.0,7.0,2.0,1.0,0.0,0.0,0.0
450,16.0,1.0,12.0,1.0,1.0,0.0,1.0,0.0,0.0
451,49.0,11.0,20.0,8.0,2.0,5.0,3.0,0.0,0.0
452,39.0,4.0,27.0,4.0,1.0,3.0,0.0,0.0,0.0
453,27.0,3.0,9.0,5.0,8.0,2.0,0.0,0.0,0.0
454,38.0,6.0,19.0,5.0,2.0,3.0,3.0,0.0,0.0
455,22.0,5.0,9.0,4.0,1.0,2.0,0.0,1.0,0.0
456,52.0,10.0,26.0,10.0,0.0,3.0,2.0,0.0,1.0
457,39.0,12.0,18.0,5.0,2.0,1.0,1.0,0.0,0.0
458,24.0,6.0,14.0,1.0,1.0,1.0,1.0,0.0,0.0
459,17.0,6.0,4.0,3.0,2.0,1.0,1.0,0.0,0.0
460,24.0,6.0,12.0,1.0,0.0,2.0,3.0,0.0,0.0
461,26.0,5.0,10.0,6.0,1.0,3.0,1.0,0.0,0.0
462,18.0,3.0,8.0,3.0,0.0,1.0,2.0,1.0,0.0
463,16.0,2.0,7.0,4.0,0.0,1.0,1.0,0.0,1.0
464,20.0,7.0,9.0,1.0,2.0,0.0,1.0,0.0,0.0
465,21.0,2.0,13.0,3.0,0.0,1.0,2.0,0.0,0.0
466,26.0,5.0,13.0,3.0,0.0,1.0,4.0,0.0,0.0
467,22.0,4.0,13.0,4.0,0.0,0.0,1.0,0.0,0.0
468,15.0,0.0,5.0,6.0,1.0,1.0,1.0,1.0,0.0
469,26.0,1.0,17.0,6.0,1.0,1.0,0.0,0.0,0.0
470,33.0,1.0,21.0,5.0,2.0,4.0,0.0,0.0,0.0
471,40.0,5.0,23.0,5.0,0.0,5.0,2.0,0.0,0.0
472,34.0,3.0,16.0,6.0,5.0,4.0,0.0,0.0,0.0
473,45.0,5.0,22.0,9.0,2.0,4.0,0.0,1.0,2.0
474,39.0,6.0,21.0,2.0,6.0,1.0,2.0,0.0,1.0
475,31.0,6.0,19.0,5.0,0.0,1.0,0.0,0.0,0.0
476,14.0,4.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0
477,56.0,8.0,36.0,6.0,4.0,1.0,1.0,0.0,0.0
478,45.0,10.0,19.0,7.0,2.0,3.0,3.0,0.0,1.0
479,23.0,0.0,10.0,4.0,1.0,3.0,4.0,1.0,0.0
480,29.0,6.0,12.0,7.0,0.0,2.0,1.0,1.0,0.0
481,31.0,6.0,17.0,4.0,1.0,2.0,1.0,0.0,0.0
482,27.0,8.0,15.0,1.0,2.0,0.0,1.0,0.0,0.0
483,47.0,9.0,15.0,15.0,5.0,1.0,2.0,0.0,0.0
484,35.0,10.0,20.0,1.0,1.0,1.0,2.0,0.0,0.0
485,48.0,16.0,22.0,3.0,4.0,1.0,2.0,0.0,0.0
486,57.0,9.0,29.0,11.0,1.0,7.0,0.0,0.0,0.0
487,33.0,4.0,24.0,2.0,2.0,1.0,0.0,0.0,0.0
488,37.0,8.0,19.0,4.0,1.0,2.0,3.0,0.0,0.0
489,39.0,6.0,19.0,7.0,4.0,1.0,2.0,0.0,0.0
490,41.0,4.0,18.0,10.0,1.0,6.0,1.0,1.0,0.0
491,42.0,11.0,18.0,6.0,1.0,4.0,2.0,0.0,0.0
492,29.0,10.0,10.0,5.0,0.0,2.0,1.0,0.0,1.0
493,26.0,9.0,12.0,3.0,0.0,2.0,0.0,0.0,0.0
494,24.0,7.0,13.0,2.0,2.0,0.0,0.0,0.0,0.0
495,42.0,5.0,28.0,4.0,0.0,1.0,4.0,0.0,0.0
496,33.0,8.0,16.0,2.0,5.0,1.0,1.0,0.0,0.0
497,25.0,5.0,13.0,2.0,0.0,1.0,4.0,0.0,0.0
498,20.0,7.0,6.0,4.0,0.0,1.0,2.0,0.0,0.0
499,50.0,10.0,23.0,6.0,0.0,7.0,4.0,0.0,0.0
500,18.0,4.0,8.0,2.0,1.0,1.0,2.0,0.0,0.0
501,19.0,5.0,5.0,2.0,2.0,1.0,4.0,0.0,0.0
502,25.0,5.0,15.0,2.0,2.0,1.0,0.0,0.0,0.0
503,27.0,8.0,13.0,1.0,0.0,2.0,2.0,0.0,1.0
504,33.0,6.0,16.0,7.0,0.0,2.0,2.0,0.0,0.0
505,19.0,2.0,13.0,2.0,1.0,1.0,0.0,0.0,0.0
506,22.0,3.0,9.0,8.0,1.0,0.0,0.0,1.0,0.0
507,31.0,4.0,13.0,6.0,2.0,3.0,2.0,0.0,1.0
508,31.0,8.0,14.0,5.0,3.0,0.0,1.0,0.0,0.0
509,29.0,5.0,14.0,3.0,4.0,1.0,2.0,0.0,0.0
510,32.0,5.0,13.0,5.0,3.0,4.0,2.0,0.0,0.0
511,21.0,4.0,8.0,4.0,5.0,0.0,0.0,0.0,0.0
512,65.0,6.0,34.0,11.0,2.0,8.0,2.0,2.0,0.0
513,33.0,10.0,15.0,4.0,0.0,2.0,2.0,0.0,0.0
514,36.0,11.0,16.0,5.0,1.0,2.0,1.0,0.0,0.0
515,32.0,11.0,15.0,2.0,1.0,1.0,1.0,1.0,0.0
516,30.0,6.0,16.0,2.0,2.0,4.0,0.0,0.0,0.0
517,32.0,5.0,22.0,2.0,2.0,0.0,1.0,0.0,0.0
518,23.0,5.0,12.0,4.0,0.0,1.0,0.0,0.0,1.0
519,20.0,3.0,10.0,2.0,2.0,1.0,2.0,0.0,0.0
520,12.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0
521,18.0,1.0,9.0,4.0,1.0,0.0,2.0,0.0,1.0
522,36.0,7.0,16.0,5.0,6.0,0.0,2.0,0.0,0.0
523,17.0,3.0,8.0,4.0,1.0,0.0,1.0,0.0,0.0
524,16.0,2.0,4.0,4.0,1.0,3.0,1.0,1.0,0.0
